Дата,Товар,Количество,Цена за единицу
2025-11-18,Телефон,1,14.66
2025-02-22,Кепка,9,6.95
2025-06-22,Набор пакетов,27,9.52
2025-09-17,Шорты,4,10.49
2025-05-18,Сумка,11,5.04
2025-07-20,Свитер,1,11.33
2025-05-09,Часы,11,9.56
2025-02-15,Часы,18,10.8
2025-07-22,Планшет,3,16.9
2025-10-02,Свитер,5,4.95
2025-01-18,Ноутбук,13,15.51
2025-02-08,Игрушка,25,7.21
2025-03-07,Кепка,2,9.12
2025-04-19,Телефон,6,5.75
2025-02-25,Набор пакетов,29,10.85
2025-07-09,Игрушка,21,1.03
2025-03-11,Штаны,24,2.53
2025-06-29,Футболка,22,2.92
2025-06-20,Ручка,6,12.14
2025-06-23,Ноутбук,25,1.13
2025-03-09,Штаны,27,6.5
2025-07-22,Ложка,3,14.98
2025-10-15,Чипсы,21,18.77
2025-09-18,Телефон,14,2.26
2025-06-10,Шорты,12,12.16
2025-09-27,Сумка,3,14.38
2025-03-26,Часы,25,11.24
2025-08-21,Штаны,3,18.72
2025-06-07,Ручка,30,18.55
2025-12-01,Штаны,17,15.05
2025-09-07,Кепка,29,16.94
2025-05-12,Очки,25,18.4
2025-11-25,Планшет,25,1.26
2025-02-02,Планшет,19,18.48
2025-03-26,Книга,23,4.21
2025-10-26,Часы,12,3.53
2025-05-08,Набор пакетов,3,9.07
2025-03-16,Чипсы,14,2.05
2025-03-04,Набор пакетов,32,17.34
2025-04-24,Часы,30,10.07
2025-01-28,Кроссовки,31,2.6
2025-04-14,Шорты,31,2.15
2025-01-06,Кроссовки,20,16.72
2025-02-17,Шорты,21,12.79
2025-05-08,Часы,8,11.4
2025-09-26,Свитер,18,6.06
2025-09-10,Очки,18,1.98
2025-12-29,Телефон,1,4.86
2025-01-09,Сумка,18,15.18
2025-06-18,Очки,23,14.83
2025-01-21,Сумка,20,15.38
2025-11-14,Футболка,16,10.22
2025-08-11,Футболка,1,10.66
2025-12-08,Штаны,27,12.91
2025-09-18,Ноутбук,12,4.68
2025-10-09,Футболка,22,1.79
2025-07-16,Ложка,33,10.15
2025-02-21,Очки,21,5.76
2025-05-08,Очки,25,14.97
2025-03-28,Сумка,20,18.74
2025-04-02,Кроссовки,11,18.46
2025-06-12,Чипсы,3,3.38
2025-12-29,Сумка,10,7.15
2025-01-31,Планшет,30,15.19
2025-05-25,Чипсы,19,9.16
2025-01-02,Ложка,11,16.61
2025-05-08,Ручка,27,13.55
2025-04-11,Игрушка,13,2.89
2025-06-14,Очки,29,15.15
2025-02-17,Ноутбук,7,7.38
2025-01-20,Футболка,8,9.66
2025-08-05,Ложка,32,15.69
2025-02-21,Штаны,31,16.94
2025-07-02,Сумка,14,2.66
2025-04-03,Кепка,28,11.47
2025-08-18,Очки,4,13.77
2025-04-28,Очки,13,1.52
2025-07-22,Набор пакетов,8,12.65
2025-08-09,Набор пакетов,4,7.33
2025-12-25,Телефон,3,16.84
2025-03-27,Очки,5,13.99
2025-08-16,Чипсы,20,3.55
2025-12-07,Очки,7,14.31
2025-10-18,Штаны,30,4.6
2025-10-29,Кепка,29,8.15
2025-08-14,Ноутбук,3,16.33
2025-12-04,Очки,28,4.67
2025-01-24,Штаны,10,8.29
2025-10-28,Штаны,21,5.69
2025-05-04,Футболка,23,18.75
2025-07-21,Штаны,8,3.04
2025-10-09,Свитер,13,2.83
2025-01-25,Игрушка,15,7.6
2025-04-27,Кепка,12,7.7
2025-04-26,Очки,20,3.27
2025-05-07,Кепка,20,16.71
2025-08-07,Свитер,20,11.09
2025-09-21,Ложка,25,15.74
2025-06-17,Книга,12,8.97
2025-10-30,Ручка,23,15.43
2025-12-24,Очки,12,13.89
2025-08-24,Телефон,3,6.87
2025-12-15,Ручка,17,10.87
2025-11-24,Телефон,24,6.0
2025-10-20,Штаны,25,5.43
2025-08-02,Чипсы,19,15.5
2025-03-27,Свитер,22,7.71
2025-12-14,Очки,3,10.67
2025-04-23,Ложка,19,15.94
2025-07-12,Набор пакетов,21,8.44
2025-04-02,Кепка,1,12.96
2025-10-28,Книга,30,13.87
2025-01-28,Футболка,6,1.81
2025-01-25,Часы,6,8.36
2025-06-09,Игрушка,17,6.45
2025-10-05,Штаны,29,2.44
2025-05-05,Шорты,22,9.27
2025-11-01,Ложка,18,14.71
2025-05-19,Ноутбук,30,16.99
2025-07-03,Штаны,25,17.28
2025-05-08,Футболка,9,17.91
2025-07-29,Футболка,22,5.7
2025-01-17,Кроссовки,22,18.21
2025-03-10,Ложка,29,7.44
2025-11-08,Часы,25,8.52
2025-08-13,Планшет,16,13.18
2025-08-07,Свитер,29,11.37
2025-02-11,Очки,4,2.2
2025-01-26,Очки,21,9.73
2025-01-31,Очки,20,1.65
2025-09-14,Очки,19,11.81
2025-07-30,Футболка,24,15.21
2025-01-20,Чипсы,29,8.77
2025-06-12,Кроссовки,33,6.78
2025-09-15,Шорты,3,14.7
2025-12-02,Ручка,2,3.63
2025-09-25,Очки,19,11.19
2025-09-13,Кепка,1,17.85
2025-09-10,Книга,11,1.57
2025-11-09,Ручка,2,3.59
2025-08-11,Футболка,10,9.85
2025-01-04,Набор пакетов,22,14.29
2025-04-18,Часы,23,18.53
2025-07-08,Набор пакетов,12,7.28
2025-10-01,Ноутбук,28,1.13
2025-03-27,Планшет,3,16.79
2025-01-13,Часы,29,14.56
2025-03-15,Шорты,17,10.03
2025-06-10,Кроссовки,27,8.46
2025-11-20,Очки,5,13.0
2025-01-20,Планшет,18,2.43
2025-08-21,Набор пакетов,22,3.9
2025-07-28,Телефон,2,15.22
2025-05-13,Ноутбук,31,3.76
2025-01-15,Шорты,18,1.59
2025-08-27,Сумка,10,18.02
2025-04-04,Набор пакетов,5,16.63
2025-05-15,Набор пакетов,10,16.78
2025-04-22,Штаны,19,1.51
2025-05-13,Футболка,18,15.11
2025-02-09,Планшет,19,13.61
2025-09-27,Сумка,3,4.28
2025-09-20,Телефон,12,3.2
2025-04-30,Часы,23,4.07
2025-03-02,Часы,13,18.03
2025-10-30,Телефон,18,2.79
2025-06-19,Набор пакетов,21,13.66
2025-07-05,Часы,15,5.61
2025-03-11,Свитер,25,3.22
2025-07-16,Шорты,31,2.86
2025-08-10,Ноутбук,12,5.54
2025-04-03,Сумка,17,3.17
2025-06-26,Ложка,10,12.72
2025-03-21,Ноутбук,4,3.46
2025-05-05,Игрушка,6,3.26
2025-03-01,Шорты,6,6.3
2025-05-16,Планшет,10,18.23
2025-01-12,Шорты,17,7.94
2025-07-08,Часы,19,10.36
2025-04-08,Ручка,13,12.19
2025-01-06,Свитер,15,12.72
2025-11-13,Игрушка,16,8.42
2025-12-29,Сумка,26,11.51
2025-09-13,Планшет,19,9.06
2025-05-26,Очки,11,3.06
2025-06-21,Свитер,25,5.02
2025-02-08,Ноутбук,8,8.77
2025-05-01,Свитер,7,13.71
2025-07-03,Игрушка,9,3.39
2025-08-02,Книга,21,14.13
2025-12-31,Очки,18,4.32
2025-05-24,Планшет,33,5.14
2025-12-25,Свитер,2,3.99
2025-04-17,Кроссовки,4,18.03
2025-11-16,Ручка,6,3.48
2025-05-16,Часы,27,16.63
2025-09-01,Планшет,10,17.33
2025-08-19,Ручка,13,14.63
2025-07-03,Ложка,12,5.18
2025-12-17,Сумка,19,8.15
2025-04-12,Кроссовки,11,12.0
2025-02-06,Очки,32,14.65
2025-11-10,Чипсы,17,4.52
2025-07-26,Набор пакетов,12,13.53
2025-08-15,Штаны,30,15.91
2025-12-11,Чипсы,17,6.94
2025-09-08,Очки,11,11.87
2025-03-22,Очки,14,6.51
2025-12-13,Свитер,3,18.93
2025-07-19,Телефон,25,7.26
2025-04-14,Книга,10,7.97
2025-07-18,Телефон,11,1.84
2025-05-27,Футболка,22,5.04
2025-06-29,Кепка,11,15.76
2025-02-01,Набор пакетов,13,5.37
2025-09-28,Набор пакетов,16,11.32
2025-07-14,Часы,7,15.38
2025-11-24,Очки,33,13.04
2025-02-05,Игрушка,21,11.63
2025-12-26,Шорты,11,8.93
2025-04-24,Шорты,25,17.43
2025-12-22,Планшет,16,10.82
2025-07-04,Планшет,27,7.6
2025-06-10,Набор пакетов,14,7.12
2025-08-14,Сумка,32,18.17
2025-01-10,Ложка,21,5.17
2025-04-14,Футболка,4,17.95
2025-04-04,Ноутбук,12,6.07
2025-10-15,Набор пакетов,13,18.28
2025-06-05,Ноутбук,15,18.27
2025-10-02,Кроссовки,31,13.14
2025-07-05,Сумка,19,2.68
2025-12-17,Планшет,28,11.43
2025-08-18,Чипсы,9,16.68
2025-09-09,Телефон,24,18.49
2025-05-13,Телефон,22,3.38
2025-08-15,Игрушка,29,2.86
2025-08-06,Ноутбук,30,11.49
2025-02-12,Часы,25,10.33
2025-08-18,Футболка,20,10.53
2025-07-04,Свитер,8,5.12
2025-10-07,Очки,24,4.08
2025-10-20,Книга,3,9.92
2025-08-17,Планшет,19,6.29
2025-05-18,Планшет,17,3.09
2025-08-05,Чипсы,22,7.49
2025-06-23,Штаны,10,14.74
2025-07-07,Книга,21,16.05
2025-01-13,Кроссовки,22,10.42
2025-04-21,Очки,22,2.35
2025-11-24,Телефон,5,16.6
2025-04-19,Кепка,23,15.86
2025-06-06,Игрушка,32,5.59
2025-01-09,Часы,24,7.2
2025-08-02,Свитер,33,3.6
2025-01-04,Часы,15,10.4
2025-02-22,Чипсы,5,17.67
2025-06-23,Свитер,32,1.06
2025-10-12,Ложка,12,1.05
2025-03-21,Штаны,17,2.65
2025-02-13,Футболка,11,5.3
2025-11-22,Сумка,23,2.9
2025-02-04,Сумка,8,11.94
2025-06-16,Кроссовки,12,17.29
2025-10-25,Сумка,18,10.78
2025-03-09,Телефон,14,15.95
2025-07-26,Книга,5,10.91
2025-12-24,Планшет,32,10.42
2025-10-19,Свитер,3,12.0
2025-08-17,Ручка,13,4.09
2025-11-05,Чипсы,9,17.19
2025-07-18,Ложка,33,15.67
2025-11-12,Ложка,29,9.91
2025-02-11,Свитер,17,1.58
2025-02-22,Телефон,9,5.84
2025-04-13,Планшет,18,1.18
2025-01-20,Очки,4,15.54
2025-07-09,Сумка,33,17.99
2025-01-09,Кепка,19,11.29
2025-10-18,Набор пакетов,19,2.61
2025-10-14,Ручка,6,7.54
2025-08-28,Ложка,21,2.82
2025-06-18,Ложка,22,1.07
2025-10-30,Игрушка,21,4.87
2025-04-26,Кепка,6,4.0
2025-02-20,Шорты,8,15.1
2025-06-13,Телефон,23,9.28
2025-08-24,Телефон,24,4.05
2025-06-30,Книга,3,9.49
2025-11-03,Игрушка,30,12.07
2025-11-28,Телефон,25,3.63
2025-06-04,Кепка,11,13.16
2025-12-03,Планшет,19,5.06
2025-01-05,Часы,10,17.35
2025-03-29,Кроссовки,32,11.01
2025-12-04,Игрушка,15,17.28
2025-10-01,Кроссовки,17,10.15
2025-06-02,Набор пакетов,32,2.67
2025-10-04,Штаны,33,10.0
2025-07-19,Футболка,17,1.74
2025-07-02,Часы,23,1.66
2025-11-14,Ручка,2,6.52
2025-12-30,Кепка,9,15.69
2025-04-19,Телефон,16,18.15
2025-02-28,Свитер,10,3.82
2025-01-26,Ложка,20,3.56
2025-01-30,Набор пакетов,31,8.05
2025-09-19,Ручка,30,7.54
2025-12-07,Футболка,14,4.91
2025-10-19,Кепка,13,11.0
2025-04-07,Планшет,33,8.27
2025-04-12,Свитер,14,7.63
2025-01-13,Телефон,7,13.35
2025-03-05,Телефон,8,13.29
2025-06-09,Ноутбук,19,14.72
2025-12-23,Набор пакетов,5,13.65
2025-01-14,Ручка,4,5.53
2025-02-07,Шорты,23,3.41
2025-10-10,Ноутбук,7,6.41
2025-05-26,Ложка,25,3.68
2025-02-16,Набор пакетов,24,15.18
2025-08-28,Футболка,12,15.48
2025-07-20,Ложка,12,14.41
2025-11-07,Штаны,33,7.75
2025-03-09,Телефон,13,17.29
2025-09-23,Часы,31,16.21
2025-03-21,Книга,21,13.05
2025-05-06,Штаны,22,9.95
2025-08-31,Часы,32,2.18
2025-10-25,Книга,4,3.7
2025-07-30,Планшет,1,13.41
2025-02-27,Чипсы,18,11.79
2025-07-15,Часы,23,17.98
2025-08-03,Свитер,21,15.22
2025-08-15,Игрушка,18,5.37
2025-11-19,Планшет,15,14.15
2025-05-26,Шорты,30,4.02
2025-11-26,Ноутбук,8,11.92
2025-11-19,Чипсы,2,6.66
2025-05-08,Кроссовки,28,15.71
2025-07-12,Ручка,28,12.08
2025-01-23,Сумка,24,8.57
2025-05-01,Кепка,5,7.58
2025-08-02,Кроссовки,6,13.65
2025-03-24,Сумка,5,11.42
2025-05-04,Ручка,22,5.68
2025-12-07,Игрушка,24,2.77
2025-12-12,Ноутбук,2,11.24
2025-08-09,Ложка,3,2.8
2025-01-22,Футболка,11,14.79
2025-05-29,Футболка,22,4.72
2025-06-18,Игрушка,33,18.48
2025-06-14,Ручка,22,2.31
2025-02-08,Чипсы,29,6.79
2025-08-21,Часы,3,17.01
2025-06-24,Свитер,27,18.43
2025-01-17,Футболка,21,11.46
2025-06-30,Штаны,11,4.9
2025-06-19,Планшет,9,12.35
2025-11-20,Футболка,3,12.34
2025-05-12,Планшет,24,12.74
2025-07-10,Чипсы,3,5.91
2025-01-25,Книга,9,9.97
2025-01-25,Кепка,3,8.73
2025-04-11,Набор пакетов,18,2.36
2025-12-25,Часы,9,6.86
2025-07-23,Часы,14,6.27
2025-06-24,Очки,20,11.68
2025-07-19,Ложка,9,4.48
2025-04-18,Шорты,27,1.06
2025-07-23,Набор пакетов,28,6.14
2025-05-01,Штаны,11,16.02
2025-11-12,Ложка,3,10.07
2025-01-14,Часы,4,1.04
2025-09-05,Кроссовки,15,8.26
2025-05-04,Свитер,18,14.0
2025-06-30,Чипсы,9,10.82
2025-02-25,Телефон,21,17.57
2025-04-12,Телефон,24,18.81
2025-10-31,Игрушка,24,3.02
2025-11-15,Шорты,26,16.44
2025-02-22,Игрушка,22,4.85
2025-02-10,Очки,23,8.47
2025-08-28,Чипсы,29,13.85
2025-03-03,Ноутбук,24,5.94
2025-03-21,Кепка,13,8.54
2025-06-05,Шорты,27,15.21
2025-11-15,Телефон,11,6.87
2025-04-11,Штаны,11,6.62
2025-09-23,Планшет,32,18.44
2025-05-16,Чипсы,18,11.63
2025-04-10,Футболка,4,1.26
2025-12-30,Ручка,17,6.01
2025-06-27,Книга,8,2.6
2025-03-10,Футболка,7,6.22
2025-11-25,Шорты,18,4.47
2025-05-23,Ноутбук,8,7.66
2025-11-03,Свитер,19,7.34
2025-08-30,Кепка,28,6.09
2025-10-29,Часы,33,9.73
2025-04-25,Планшет,5,16.01
2025-12-16,Кепка,21,11.95
2025-02-23,Ложка,21,3.29
2025-02-08,Ноутбук,8,9.15
2025-07-22,Игрушка,8,14.95
2025-07-26,Ложка,18,1.91
2025-09-15,Часы,26,11.33
2025-01-07,Свитер,32,15.47
2025-12-01,Набор пакетов,5,17.75
2025-04-11,Свитер,14,4.25
2025-11-15,Кепка,9,4.73
2025-12-01,Штаны,2,15.6
2025-05-18,Кроссовки,22,15.35
2025-04-01,Шорты,30,9.05
2025-03-08,Часы,17,14.08
2025-04-23,Телефон,13,1.25
2025-08-21,Шорты,31,11.13
2025-12-16,Штаны,5,14.43
2025-05-29,Телефон,9,11.34
2025-10-05,Штаны,29,18.18
2025-10-18,Свитер,18,2.42
2025-03-25,Кроссовки,4,7.71
2025-11-08,Ноутбук,2,18.61
2025-05-21,Ручка,23,5.05
2025-07-19,Сумка,5,2.62
2025-03-26,Сумка,16,4.13
2025-03-28,Чипсы,26,15.9
2025-10-22,Часы,21,5.89
2025-04-07,Игрушка,13,13.37
2025-08-17,Штаны,10,12.37
2025-05-19,Ложка,15,7.17
2025-01-18,Ручка,9,5.32
2025-02-20,Очки,8,4.72
2025-02-04,Сумка,21,9.86
2025-02-21,Очки,28,12.48
2025-08-23,Ручка,29,3.98
2025-02-28,Ручка,20,16.59
2025-04-24,Кепка,28,8.57
2025-01-15,Свитер,8,18.96
2025-11-07,Игрушка,21,2.51
2025-05-03,Футболка,29,14.58
2025-10-07,Планшет,27,11.11
2025-09-10,Кроссовки,33,3.33
2025-06-12,Игрушка,13,15.87
2025-12-09,Ложка,4,6.77
2025-04-05,Свитер,6,1.16
2025-01-07,Книга,28,8.84
2025-08-12,Штаны,17,6.69
2025-01-24,Телефон,20,8.96
2025-06-29,Ручка,13,7.92
2025-01-14,Чипсы,10,5.02
2025-09-26,Телефон,20,13.14
2025-08-11,Свитер,30,4.68
2025-06-07,Часы,26,5.82
2025-09-15,Игрушка,22,17.24
2025-06-15,Часы,27,5.79
2025-04-27,Шорты,4,16.94
2025-01-12,Ручка,7,5.79
2025-07-15,Книга,16,4.16
2025-11-22,Ложка,6,10.94
2025-08-08,Кепка,10,13.1
2025-12-12,Игрушка,33,2.19
2025-01-18,Свитер,25,2.78
2025-01-22,Футболка,28,15.58
2025-12-27,Набор пакетов,10,3.79
2025-04-23,Сумка,26,8.46
2025-10-29,Телефон,3,15.98
2025-06-02,Штаны,32,2.96
2025-04-03,Набор пакетов,5,12.6
2025-08-17,Набор пакетов,33,5.04
2025-01-05,Книга,22,2.38
2025-11-17,Кроссовки,17,2.21
2025-02-12,Ложка,7,14.6
2025-12-13,Телефон,15,15.86
2025-12-21,Ноутбук,18,17.21
2025-10-18,Книга,8,13.65
2025-05-10,Сумка,15,8.87
2025-03-30,Часы,1,15.59
2025-04-15,Игрушка,11,1.65
2025-02-03,Ноутбук,4,15.31
2025-10-25,Игрушка,15,8.83
2025-05-18,Свитер,33,6.92
2025-09-17,Часы,16,5.4
2025-07-22,Штаны,12,15.75
2025-12-02,Ложка,13,3.19
2025-05-06,Сумка,2,3.73
2025-11-27,Ручка,22,2.78
2025-10-23,Сумка,7,11.06
2025-05-01,Игрушка,30,6.96
2025-05-19,Книга,20,9.25
2025-11-14,Футболка,23,12.82
2025-10-28,Ручка,26,17.68
2025-12-07,Ручка,20,9.67
2025-05-10,Кроссовки,3,18.43
2025-10-16,Телефон,13,10.72
2025-10-28,Очки,4,3.31
2025-03-04,Сумка,8,15.28
2025-01-12,Набор пакетов,5,11.96
2025-08-07,Свитер,12,10.34
2025-05-01,Свитер,4,6.86
2025-04-02,Часы,9,16.85
2025-04-21,Футболка,25,8.83
2025-08-01,Очки,18,2.39
2025-09-20,Сумка,8,14.86
2025-08-04,Ложка,21,4.22
2025-11-10,Шорты,17,14.39
2025-02-04,Чипсы,33,13.48
2025-06-24,Кепка,26,11.47
2025-07-19,Штаны,20,4.75
2025-12-21,Очки,21,10.25
2025-07-21,Ноутбук,17,7.56
2025-04-24,Ручка,27,1.92
2025-11-21,Ложка,7,12.61
2025-08-07,Планшет,18,1.11
2025-01-14,Чипсы,9,18.15
2025-09-20,Книга,23,16.57
2025-10-12,Кроссовки,15,5.31
2025-03-08,Штаны,18,17.63
2025-10-12,Ноутбук,4,1.53
2025-01-12,Телефон,6,6.12
2025-12-01,Футболка,21,1.6
2025-05-18,Чипсы,10,6.21
2025-03-20,Футболка,18,1.41
2025-08-09,Штаны,23,2.36
2025-12-04,Ноутбук,22,10.05
2025-11-23,Ноутбук,6,18.45
2025-07-01,Шорты,16,8.69
2025-07-23,Книга,2,6.32
2025-01-13,Свитер,10,4.5
2025-02-08,Футболка,31,16.05
2025-04-24,Кепка,18,4.47
2025-07-06,Телефон,18,13.41
2025-11-25,Свитер,17,4.47
2025-03-28,Книга,26,13.36
2025-03-17,Игрушка,21,8.54
2025-02-11,Очки,5,2.93
2025-02-28,Чипсы,24,17.66
2025-01-13,Шорты,3,2.89
2025-06-10,Телефон,19,2.41
2025-10-04,Ручка,31,17.26
2025-11-07,Ложка,13,10.6
2025-05-05,Шорты,20,13.17
2025-03-09,Часы,3,9.05
2025-12-15,Чипсы,21,8.12
2025-12-06,Книга,9,8.92
2025-04-27,Часы,22,3.78
2025-08-13,Телефон,15,9.1
2025-07-16,Очки,24,16.28
2025-10-09,Игрушка,2,4.8
2025-01-25,Игрушка,24,16.77
2025-02-18,Набор пакетов,10,17.42
2025-01-08,Ложка,23,12.03
2025-09-11,Планшет,10,7.26
2025-12-15,Штаны,6,13.53
2025-03-12,Часы,27,14.31
2025-03-14,Игрушка,28,3.65
2025-01-02,Набор пакетов,14,7.15
2025-03-14,Кроссовки,19,13.84
2025-11-24,Футболка,9,3.17
2025-03-18,Ноутбук,25,3.49
2025-09-27,Кроссовки,14,13.46
2025-01-16,Шорты,16,12.53
2025-09-13,Очки,24,17.46
2025-03-06,Игрушка,27,18.75
2025-08-07,Очки,16,5.47
2025-09-28,Очки,16,10.43
2025-12-26,Ноутбук,4,1.62
2025-03-06,Сумка,8,18.53
2025-06-14,Ручка,17,3.49
2025-10-20,Ручка,6,13.24
2025-08-13,Свитер,6,10.74
2025-10-11,Книга,27,12.12
2025-01-08,Игрушка,11,3.1
2025-10-02,Телефон,15,9.55
2025-04-12,Ручка,2,14.92
2025-09-17,Часы,30,1.3
2025-05-28,Ручка,18,18.4
2025-03-20,Книга,3,12.64
2025-03-31,Часы,16,12.48
2025-03-30,Шорты,17,18.07
2025-06-30,Шорты,5,1.51
2025-11-25,Чипсы,8,4.38
2025-08-20,Игрушка,20,4.9
2025-03-03,Футболка,33,4.45
2025-09-05,Ручка,4,17.73
2025-12-28,Чипсы,24,12.98
2025-02-15,Кепка,11,5.69
2025-02-18,Часы,17,12.34
2025-10-26,Кепка,5,2.3
2025-09-24,Штаны,7,10.53
2025-08-22,Чипсы,18,7.17
2025-12-19,Телефон,9,4.9
2025-06-16,Кроссовки,24,15.3
2025-09-22,Ноутбук,22,10.33
2025-10-14,Ручка,27,1.2
2025-08-13,Набор пакетов,26,16.02
2025-03-04,Ложка,11,11.41
2025-12-19,Футболка,10,18.93
2025-08-05,Сумка,5,10.24
2025-11-26,Свитер,29,4.99
2025-09-02,Штаны,24,12.51
2025-08-23,Набор пакетов,6,4.18
2025-06-22,Футболка,31,7.88
2025-06-21,Свитер,20,12.5
2025-09-17,Часы,15,17.69
2025-03-13,Шорты,25,5.78
2025-05-08,Часы,15,2.37
2025-05-07,Кепка,23,9.04
2025-08-17,Телефон,11,7.86
2025-04-18,Часы,23,9.61
2025-09-11,Часы,25,12.7
2025-06-08,Футболка,13,9.39
2025-08-01,Кепка,5,16.94
2025-06-28,Ноутбук,21,15.61
2025-12-28,Сумка,29,11.57
2025-06-16,Свитер,14,2.11
2025-11-07,Часы,2,11.72
2025-11-11,Игрушка,32,12.64
2025-05-13,Кепка,6,15.85
2025-05-26,Книга,10,7.34
2025-01-10,Ручка,23,12.88
2025-06-24,Игрушка,17,13.71
2025-06-09,Книга,3,2.03
2025-09-12,Очки,32,2.61
2025-05-13,Свитер,20,1.18
2025-02-16,Ручка,12,18.36
